,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score
3220,ID_2571,333346,250.0,300.0,4386,2.0,1.0,1.0,,60.0,,,
3221,ID_404,333346,250.0,300.0,2367,2.0,2.0,1.0,,57.5,,,
3222,ID_2093,333519,250.0,300.0,16761,23.0,21.0,10.0,3.0,57.42424242424242,0.019165726,0.04933426,-0.030168535
3223,ID_915,333519,250.0,300.0,4730,4.0,2.0,0.0,4.0,59.0,,,
3224,ID_2219,333519,250.0,300.0,8589,1.0,0.0,0.0,,77.0,,,
3225,ID_2166,333346,250.0,300.0,5449,4.0,4.0,2.0,1.0,63.0,0.01977401,0.04933426,-0.029560251
3226,ID_415,333346,250.0,300.0,73756,63.0,48.0,30.0,9.0,73.43529411764706,0.0072639226,0.04933426,-0.04207034
3227,ID_1393,333346,250.0,300.0,7800,2.0,2.0,2.0,3.0,56.5,,,
3228,ID_3302,333346,250.0,300.0,21743,20.0,19.0,6.0,2.0,67.53571428571429,0.0033407572,0.04933426,-0.045993503
3229,ID_2541,333346,250.0,300.0,18385,27.0,16.0,8.0,1.0,75.96774193548387,0.031719532,0.104358725,-0.01761473
3230,ID_1624,333346,250.0,300.0,4357,1.0,1.0,1.0,,114.0,,,
3231,ID_1263,333346,250.0,300.0,2546,3.0,3.0,2.0,,61.0,,,
3232,ID_383,333346,250.0,300.0,13505,7.0,6.0,5.0,,75.2,,,
3233,ID_3317,333346,250.0,300.0,4298,20.0,18.0,11.0,,84.82352941176471,0.008915304,0.04933426,-0.040418956
3234,ID_245,333346,250.0,300.0,2690,1.0,0.0,0.0,,59.0,,,
3235,ID_297,333346,250.0,300.0,17170,7.0,5.0,0.0,,77.3076923076923,0.036120623,0.053200476,-0.015626397
3236,ID_3492,333346,250.0,300.0,2163,2.0,2.0,1.0,1.0,79.0,,,
3237,ID_79,333346,250.0,300.0,3350,4.0,2.0,1.0,6.0,56.75,,,
3238,ID_2823,333346,250.0,300.0,5863,13.0,10.0,3.0,,50.13333333333333,0.01923077,0.04933426,-0.030103492
3239,ID_565,333346,250.0,300.0,2903,35.0,7.0,0.0,10.0,32.83870967741935,0.67120856,0.04933426,0.6218743
3240,ID_2975,333346,250.0,300.0,4497,2.0,2.0,2.0,,56.5,,,
3241,ID_2128,333346,250.0,300.0,8292,7.0,5.0,0.0,3.0,55.125,0.03069307,0.04933426,-0.018641192
3242,ID_1251,333346,250.0,300.0,10909,2.0,0.0,0.0,1.0,89.5,,,
3243,ID_2009,333346,250.0,300.0,2207,1.0,1.0,0.0,,60.0,,,
3244,ID_2444,333346,250.0,300.0,5116,15.0,12.0,5.0,,65.88888888888889,,,
3245,ID_483,333519,,,2991,,,,,,,,
3246,ID_753,333519,,,15110,,,,4.0,,,,
3247,ID_294,333519,,,2883,,,,,,0.08238637,0.04933426,0.0330521
3248,ID_1538,333519,,,6856,,,,,,,,
3249,ID_2945,333346,,,2938,,,,,,,,
3250,ID_3256,333519,250.0,300.0,45229,41.0,38.0,11.0,2.0,74.48148148148148,,,
3251,ID_549,333519,250.0,300.0,64708,26.0,5.0,4.0,,46.0,0.8181818,0.053200476,0.7688476
3252,ID_2378,333519,250.0,300.0,13416,2.0,2.0,2.0,,70.0,0.02,0.04933426,-0.029334262
3253,ID_1808,333346,250.0,300.0,2221,1.0,1.0,0.0,1.0,50.0,,,
3254,ID_2859,333346,250.0,300.0,33624,13.0,10.0,3.0,7.0,60.16666666666666,0.075140886,0.04933426,0.025806628
3255,ID_2299,333346,250.0,300.0,7297,5.0,5.0,2.0,3.0,57.8,,,
3256,ID_2285,333346,,,3269,,,,,,,,
3257,ID_2806,333519,,,7487,,,,1.0,,0.06749156,0.04933426,0.018157301
3258,ID_2688,333346,250.0,300.0,2468,12.0,12.0,8.0,,67.41666666666667,,,
3259,ID_3477,333519,250.0,300.0,4504,3.0,2.0,1.0,,98.33333333333331,,,
3260,ID_3504,333519,250.0,300.0,4133,2.0,1.0,1.0,,59.5,,,
3261,ID_2678,333519,250.0,300.0,152025,43.0,29.0,11.0,3.0,62.361702127659576,0.015075377,0.04933426,-0.034258883
3262,ID_2860,333519,250.0,300.0,4411,11.0,8.0,4.0,1.0,55.15384615384615,,,
3263,ID_47,333519,250.0,300.0,2965,1.0,1.0,0.0,,87.0,,,
3264,ID_1146,333519,250.0,300.0,168300,73.0,57.0,16.0,5.0,67.37373737373737,0.053949904,0.053200476,0.0041692657
3265,ID_336,333519,250.0,300.0,29133,8.0,6.0,2.0,1.0,54.625,0.3066104,0.053200476,0.25727615
3266,ID_2308,333519,250.0,300.0,13063,2.0,2.0,1.0,,59.0,0.0,0.04933426,-0.04933426
3267,ID_3063,333346,250.0,300.0,137892,34.0,30.0,13.0,4.0,51.520833333333336,0.028368793,0.053200476,-0.020965468
3268,ID_794,333346,250.0,300.0,12317,2.0,1.0,1.0,1.0,58.0,0.058690745,0.04933426,0.009356484
3269,ID_2331,333346,250.0,300.0,85030,133.0,99.0,36.0,113.0,47.95348837209303,0.087385744,0.04933426,0.03805148
3270,ID_1012,333519,250.0,300.0,2372,1.0,0.0,0.0,4.0,59.0,,,
3271,ID_3543,333519,250.0,300.0,18896,96.0,83.0,36.0,4.0,63.68253968253968,0.008390541,0.04933426,-0.04094372
3272,ID_3400,333519,250.0,300.0,6617,2.0,1.0,0.0,,88.0,,,
3273,ID_847,333519,250.0,300.0,10554,6.0,5.0,2.0,,60.5,,,
3274,ID_1997,333346,250.0,300.0,5228,4.0,2.0,1.0,8.0,44.0,,,
3275,ID_1541,333346,250.0,300.0,20355,3.0,2.0,1.0,,68.66666666666667,0.009070295,0.04933426,-0.040263966
3276,ID_1675,333519,,,3510,,,,,,,,
3277,ID_3516,333346,250.0,300.0,16338,12.0,9.0,4.0,1.0,61.21428571428572,0.013110846,0.04933426,-0.036223415
3278,ID_970,333346,,,4033,1.0,0.0,0.0,,,0.07872175,0.04933426,0.029387485
3279,ID_174,333519,250.0,300.0,2083,4.0,2.0,1.0,1.0,93.16666666666669,,,
3280,ID_2513,333519,250.0,300.0,22153,9.0,8.0,3.0,1.0,66.57142857142857,0.016438356,0.04933426,-0.032895904
3281,ID_907,333519,250.0,300.0,4108,2.0,2.0,0.0,,58.0,0.017391304,0.053200476,-0.03580917
3282,ID_2424,333519,250.0,300.0,2119,15.0,11.0,3.0,1.0,51.42105263157895,0.010108303,0.04933426,-0.03922596
3283,ID_1852,333346,250.0,300.0,11226,2.0,1.0,0.0,5.0,83.0,0.17790262,0.04933426,0.12856837
3284,ID_163,333346,250.0,300.0,2053,1.0,1.0,0.0,,45.0,,,
3285,ID_2190,333346,250.0,300.0,82868,47.0,43.0,20.0,2.0,80.94736842105263,0.027855154,0.053200476,-0.021479107
3286,ID_1113,333519,250.0,300.0,4879,12.0,11.0,5.0,,65.83333333333333,0.0026041667,0.04933426,-0.046730094
3287,ID_725,333519,250.0,300.0,9892,23.0,19.0,8.0,2.0,65.7,0.03236994,0.04933426,-0.01696432
3288,ID_594,333519,250.0,300.0,19194,13.0,11.0,4.0,,92.93333333333334,,,
3289,ID_1787,333519,250.0,300.0,19850,1.0,0.0,0.0,1.0,57.0,,,
3290,ID_854,333346,,,4760,,,,1.0,,0.0056497175,0.04933426,-0.043684546
3291,ID_2158,333346,,,5863,,,,,,,,
3292,ID_2052,333346,,,39998,,,,,,0.51979345,0.053200476,0.466593
3293,ID_1972,333346,,,4443,,,,,,,,
3294,ID_984,333519,250.0,300.0,10693,13.0,11.0,4.0,1.0,96.12,0.04597701,0.04933426,-0.00335725
3295,ID_2303,333346,250.0,300.0,25587,10.0,7.0,2.0,,75.92857142857143,0.02020202,0.04933426,-0.029132241
3296,ID_3338,333346,250.0,300.0,2237,1.0,1.0,1.0,,49.0,,,
3297,ID_1743,333346,250.0,300.0,12587,1.0,0.0,0.0,,1.0,0.017482517,0.04933426,-0.031851742
3298,ID_3487,333346,250.0,300.0,5906,1.0,1.0,0.0,,56.0,0.024667932,0.04933426,-0.02466633
3299,ID_2768,333346,250.0,300.0,371190,115.0,62.0,18.0,64.0,65.00694444444444,0.009102731,0.053200476,-0.04131677
3300,ID_817,333346,,,2483,,,,,,,,
3301,ID_1945,333346,,,3491,,,,,,,,
3302,ID_1218,333346,250.0,300.0,4457,4.0,3.0,0.0,,57.66666666666666,,,
3303,ID_76,333519,250.0,300.0,171493,141.0,99.0,36.0,13.0,37.12048192771084,0.028286189,0.04933426,-0.021048073
3304,ID_337,333519,250.0,300.0,2631,3.0,3.0,1.0,1.0,46.66666666666666,0.021929825,0.04933426,-0.027404437
3305,ID_1576,333519,250.0,300.0,2683,15.0,12.0,2.0,1.0,59.21052631578947,,,
3306,ID_3225,333519,250.0,300.0,6566,3.0,3.0,0.0,1.0,56.333333333333336,0.032863848,0.04933426,-0.016470412
3307,ID_3289,333519,,,5576,,,,,,0.5997693,0.1850438,0.55043507
3308,ID_1721,333346,250.0,300.0,2362,15.0,15.0,6.0,,66.89655172413794,,,
3309,ID_1565,333346,250.0,300.0,2157,11.0,7.0,5.0,,56.21739130434783,,,
3310,ID_2191,333519,250.0,300.0,7233,5.0,4.0,1.0,6.0,68.25,,,
3311,ID_3523,333519,250.0,300.0,24273,4.0,2.0,1.0,5.0,49.0,0.0026041667,0.04933426,-0.046730094
3312,ID_2744,333519,250.0,300.0,47508,25.0,23.0,7.0,2.0,64.24242424242425,0.03368421,0.053200476,-0.019516265
3313,ID_2561,333519,250.0,300.0,5141,3.0,2.0,2.0,2.0,56.8,,,
3314,ID_2296,333519,250.0,300.0,5687,3.0,2.0,1.0,,49.66666666666666,0.008080808,0.04933426,-0.041253455
3315,ID_120,333519,250.0,300.0,3431,1.0,1.0,1.0,,59.0,,,
3316,ID_1471,333519,250.0,300.0,2072,1.0,1.0,0.0,,59.0,,,
3317,ID_3351,333519,250.0,300.0,2368,1.0,1.0,0.0,,59.0,,,
3318,ID_88,333519,250.0,300.0,11863,6.0,4.0,1.0,6.0,50.16666666666666,,,
3319,ID_851,333519,250.0,300.0,18402,19.0,16.0,7.0,,73.93548387096774,0.03797468,0.04933426,-0.011359578
3320,ID_2847,333519,250.0,300.0,31387,6.0,4.0,0.0,,92.875,0.032128513,0.04933426,-0.017205747
3321,ID_2319,333519,250.0,300.0,6178,2.0,2.0,1.0,,59.0,0.012618297,0.053200476,-0.036715966
3322,ID_612,333519,250.0,300.0,19556,22.0,18.0,2.0,,34.416666666666664,,,
3323,ID_2630,333519,250.0,300.0,6126,4.0,4.0,1.0,,57.75,,,
3324,ID_1603,333346,250.0,300.0,4392,28.0,24.0,8.0,,68.41071428571429,0.002444988,0.04933426,-0.046889275
3325,ID_1560,333346,250.0,300.0,12218,17.0,10.0,3.0,16.0,49.05882352941177,,,
3326,ID_667,333346,250.0,300.0,3369,6.0,5.0,1.0,,57.285714285714285,0.024590164,0.04933426,-0.024744097
3327,ID_3555,333346,250.0,300.0,34860,16.0,13.0,7.0,,62.44444444444444,0.011049724,0.04933426,-0.038284536
3328,ID_2072,333346,250.0,300.0,2576,2.0,2.0,2.0,,59.0,0.0,0.04933426,-0.04933426
3329,ID_3353,333519,250.0,300.0,4179,9.0,6.0,0.0,,75.07692307692308,0.0057971017,0.04933426,-0.04353716
3330,ID_375,333519,250.0,300.0,15411,16.0,10.0,3.0,,45.0,0.043165468,0.053200476,-0.010035008
3331,ID_2206,333519,,,2657,,,,,,,,
3332,ID_320,333346,,,2583,,,,,,,,
3333,ID_874,333346,,,13389,,,,,,0.046263345,0.04933426,-0.0030709163
3334,ID_1998,333346,,,4004,,,,,,,,
3335,ID_2000,333519,,,3246,,,,,,,,
3336,ID_2330,333346,,,4976,,,,,,,,
3337,ID_3496,333519,,,3830,,,,,,,,
3338,ID_1577,333519,250.0,300.0,1147384,521.0,413.0,146.0,37.0,61.026898734177216,0.10876993,0.053200476,0.05943567
3339,ID_1324,333519,250.0,300.0,4712,3.0,2.0,0.0,,58.0,,,
3340,ID_31,333519,250.0,300.0,4688,1.0,0.0,0.0,,56.0,,,
3341,ID_3395,333519,250.0,300.0,146650,28.0,26.0,9.0,3.0,75.33333333333333,0.023296447,0.053200476,-0.026037814
3342,ID_2841,333519,250.0,300.0,16804,10.0,8.0,1.0,1.0,60.375,,,
3343,ID_1021,333519,250.0,300.0,2004,20.0,10.0,7.0,1.0,62.86363636363637,,,
3344,ID_1831,333346,250.0,300.0,2388,4.0,3.0,2.0,4.0,47.75,0.02,0.04933426,-0.029334262
3345,ID_2651,333346,250.0,300.0,2688,3.0,3.0,2.0,,46.0,,,
3346,ID_576,333346,250.0,300.0,33596,2.0,2.0,1.0,,30.5,0.13681592,0.053200476,0.087481655
3347,ID_2818,333519,250.0,300.0,149196,48.0,41.0,17.0,5.0,73.76923076923077,0.054778554,0.053200476,0.0054442934
3348,ID_1601,333519,250.0,300.0,18600,12.0,8.0,2.0,2.0,42.6875,0.016476553,0.04933426,-0.03285771
3349,ID_1330,333519,250.0,300.0,81291,11.0,10.0,4.0,,67.93333333333334,0.0311804,0.104358725,-0.018153861
3350,ID_2987,333519,250.0,300.0,3573,4.0,2.0,1.0,2.0,127.83333333333331,0.25515464,0.04933426,0.20582038
3351,ID_2590,333346,250.0,300.0,65214,58.0,46.0,23.0,,68.57142857142857,,,
3352,ID_1460,333346,250.0,300.0,4672,3.0,3.0,2.0,2.0,45.0,0.063253015,0.04933426,0.013918751
3353,ID_3547,333519,250.0,300.0,3125,6.0,5.0,1.0,2.0,65.75,0.042288557,0.04933426,-0.0070457044
3354,ID_230,333519,250.0,300.0,28565,23.0,19.0,8.0,,73.92,0.012468828,0.04933426,-0.03686543
3355,ID_1245,333519,250.0,300.0,2217,2.0,1.0,0.0,16.0,73.5,0.05509182,0.104358725,-0.049266905
3356,ID_1977,333519,250.0,300.0,5317,2.0,2.0,0.0,,49.0,,,
3357,ID_2416,333519,250.0,300.0,2426,1.0,1.0,0.0,,59.0,,,
3358,ID_3065,333519,250.0,300.0,8562,8.0,2.0,1.0,2.0,32.5,,,
3359,ID_2492,333519,250.0,300.0,9362,2.0,1.0,1.0,,81.0,,,
3360,ID_1495,333519,250.0,300.0,19197,17.0,14.0,6.0,2.0,59.642857142857146,0.015452539,0.053200476,-0.035289317
3361,ID_993,333519,250.0,300.0,3885,9.0,8.0,3.0,2.0,50.52941176470589,0.01010101,0.04933426,-0.039233252
3362,ID_1282,333519,250.0,300.0,2895,1.0,0.0,0.0,,36.0,,,
3363,ID_1089,333519,250.0,300.0,214732,442.0,372.0,152.0,35.0,60.34671532846716,0.03468208,0.04933426,-0.0146521805
3364,ID_1037,333346,250.0,300.0,1969422,331.0,229.0,94.0,48.0,59.54352941176471,0.032234784,0.053200476,-0.017099477
3365,ID_505,333346,,,2854,,,,1.0,,,,
3366,ID_10,333346,250.0,300.0,33410,111.0,29.0,8.0,77.0,38.5925925925926,0.022506537,0.053200476,-0.026827725
3367,ID_3419,333346,250.0,300.0,38472,27.0,20.0,5.0,4.0,44.96666666666667,0.017441861,0.053200476,-0.0318924
3368,ID_2463,333346,250.0,300.0,4494,1.0,1.0,1.0,,59.0,0.07598447,0.04933426,0.026650209
3369,ID_471,333519,250.0,300.0,2194,2.0,2.0,0.0,1.0,59.5,,,
3370,ID_2364,333519,250.0,300.0,5140,5.0,4.0,2.0,1.0,56.44444444444444,,,
3371,ID_2749,333519,250.0,300.0,2989,1.0,0.0,0.0,1.0,60.0,,,
3372,ID_2176,333346,250.0,300.0,16181,7.0,5.0,4.0,1.0,58.55555555555556,0.03539823,0.04933426,-0.013936032
3373,ID_2501,333346,250.0,300.0,2274,4.0,2.0,0.0,1.0,57.66666666666666,,,
3374,ID_2286,333346,250.0,300.0,8704,5.0,4.0,1.0,1.0,28.857142857142858,,,
3375,ID_1962,333346,250.0,300.0,8636,34.0,29.0,19.0,1.0,64.63829787234043,0.013681592,0.04933426,-0.03565267
3376,ID_502,333346,250.0,300.0,14661,8.0,8.0,6.0,1.0,65.91666666666667,,,
3377,ID_2874,333346,250.0,300.0,9186,7.0,6.0,2.0,,61.36363636363637,0.017152658,0.04933426,-0.032181602
3378,ID_2821,333346,250.0,300.0,4688,2.0,2.0,0.0,,59.5,,,
3379,ID_2040,333519,250.0,300.0,8313,8.0,8.0,5.0,1.0,44.625,,,
3380,ID_2247,333346,,,6771,,,,,,0.0928,0.053200476,0.039599523
3381,ID_3084,333346,,,4705,,,,,,0.007111111,0.04933426,-0.04222315
3382,ID_3131,333346,,,3841,,,,,,,,
3383,ID_3054,333519,250.0,300.0,18704,21.0,16.0,8.0,5.0,65.8695652173913,0.015625,0.04933426,-0.03370926
3384,ID_1544,333519,250.0,300.0,33994,33.0,11.0,2.0,1.0,60.97222222222222,,,
3385,ID_573,333519,250.0,300.0,81660,128.0,117.0,43.0,4.0,59.51552795031056,0.005594406,0.04933426,-0.043739855
3386,ID_1539,333519,250.0,300.0,3276,1.0,0.0,0.0,,60.0,,,
3387,ID_1545,333519,250.0,300.0,3705,2.0,1.0,0.0,5.0,57.0,0.004761905,0.04933426,-0.044572357
3388,ID_784,333519,250.0,300.0,2067,1.0,1.0,0.0,1.0,13.0,,,
3389,ID_2188,333519,250.0,300.0,5264,1.0,1.0,0.0,1.0,118.0,,,
3390,ID_1409,333519,250.0,300.0,8097,2.0,2.0,1.0,,58.5,,,
3391,ID_2951,333346,250.0,300.0,4853,3.0,3.0,1.0,,86.8,,,
3392,ID_2134,333346,250.0,300.0,14482,5.0,5.0,4.0,,69.0,0.019556714,0.053200476,-0.029777547
3393,ID_1413,333346,250.0,300.0,11847,9.0,0.0,0.0,,40.5,0.34562698,0.1850438,0.2924265
3394,ID_1310,333346,250.0,300.0,2391,4.0,4.0,0.0,1.0,58.9,,,
3395,ID_836,333346,250.0,300.0,8225,24.0,16.0,8.0,2.0,63.22222222222222,0.0,0.04933426,-0.04933426
3396,ID_1408,333346,250.0,300.0,15678,8.0,6.0,1.0,2.0,65.75,,,
3397,ID_2657,333346,250.0,300.0,2776,2.0,2.0,2.0,2.0,31.5,,,
3398,ID_3501,333519,250.0,300.0,9770,14.0,13.0,3.0,1.0,56.25,,,
3399,ID_658,333346,250.0,300.0,9666,8.0,5.0,4.0,11.0,96.21428571428572,,,
3400,ID_3469,333519,250.0,300.0,85314,50.0,46.0,22.0,4.0,68.7258064516129,0.03301887,0.04933426,-0.016315393
3401,ID_688,333346,,,2306,,,,,,,,
3402,ID_2848,333519,,,2519,,,,,,,,
3403,ID_3236,333346,250.0,300.0,7392,10.0,9.0,1.0,3.0,46.333333333333336,0.031539887,0.04933426,-0.017794373
3404,ID_1309,333346,250.0,300.0,3041,1.0,1.0,0.0,,58.0,,,
3405,ID_3179,333346,250.0,300.0,5268,8.0,7.0,3.0,,64.4,,,
3406,ID_1937,333346,250.0,300.0,4115,1.0,1.0,0.0,,48.0,,,
3407,ID_476,333346,250.0,300.0,87086,239.0,211.0,69.0,23.0,64.02348993288591,0.0063233967,0.04933426,-0.043010864
3408,ID_3059,333346,250.0,300.0,11766,2.0,2.0,0.0,,88.5,0.0032302723,0.04933426,-0.046103988
3409,ID_950,333346,250.0,300.0,2341,4.0,3.0,1.0,1.0,95.0,0.08675799,0.04933426,0.03742373
3410,ID_2761,333346,250.0,300.0,21069,12.0,8.0,2.0,3.0,50.2,,,
3411,ID_217,333346,250.0,300.0,4914,6.0,6.0,1.0,1.0,46.4,,,
3412,ID_879,333346,250.0,300.0,131934,39.0,34.0,9.0,,40.256410256410255,0.0019329897,0.053200476,-0.04933426
3413,ID_3399,333346,250.0,300.0,4570,2.0,2.0,1.0,,60.0,,,
3414,ID_1125,333346,250.0,300.0,23126,2.0,2.0,1.0,,56.5,,,
3415,ID_200,333346,,,3911,,,,,,,,
3416,ID_1424,333519,250.0,300.0,12432,13.0,12.0,6.0,1.0,52.76923076923077,0.019786911,0.04933426,-0.02954735
3417,ID_463,333346,250.0,300.0,3412,5.0,5.0,4.0,,59.333333333333336,,,
3418,ID_1609,333346,250.0,300.0,2021,1.0,1.0,0.0,,45.0,0.028485756,0.04933426,-0.020848505
3419,ID_434,333346,250.0,300.0,3637,10.0,10.0,8.0,,66.9375,,,
3420,ID_1872,333519,250.0,300.0,4978,1.0,1.0,1.0,1.0,60.0,0.03073286,0.04933426,-0.0186014
3421,ID_262,333519,250.0,300.0,11373,5.0,5.0,2.0,,66.4,,,
3422,ID_2885,333519,250.0,300.0,3290,3.0,2.0,0.0,,76.2,0.0,0.04933426,-0.04933426
3423,ID_2373,333346,,,9427,1.0,1.0,0.0,2.0,,,,
3424,ID_1297,333519,250.0,300.0,7323,6.0,5.0,0.0,,68.5,,,
3425,ID_2042,333519,250.0,300.0,2060,3.0,2.0,0.0,,12.0,,,
3426,ID_2099,333519,250.0,300.0,2668,1.0,0.0,0.0,,58.0,,,
3427,ID_503,333519,,,2623,,,,,,,,
3428,ID_2159,333519,,,2806,,,,,,,,
3429,ID_2260,333346,,,2936,,,,,,,,
3430,ID_1375,333519,,,2379,,,,,,,,
3431,ID_1269,333519,,,3199,,,,,,,,
3432,ID_3401,333346,,,8550,,,,,,0.07559682,0.053200476,0.022396341
3433,ID_1179,333519,,,2264,,,,,,,,
3434,ID_2813,333519,,,3087,,,,,,,,
3435,ID_1248,333346,,,7222,,,,,,,,
3436,ID_3341,333346,250.0,300.0,6307,6.0,5.0,3.0,,57.2,,,
3437,ID_2726,333346,250.0,300.0,8026,5.0,3.0,1.0,6.0,21.428571428571427,0.021072797,0.04933426,-0.028261464
3438,ID_1513,333346,250.0,300.0,52226,20.0,9.0,3.0,9.0,51.88,,,
3439,ID_1223,333346,250.0,300.0,7661,7.0,4.0,1.0,11.0,56.22222222222222,0.0,0.04933426,-0.04933426
3440,ID_1776,333346,250.0,300.0,639576,341.0,285.0,144.0,27.0,76.25858123569795,0.029315962,0.053200476,-0.023884514
3441,ID_2324,333346,,,3532,,,,,,,,
3442,ID_2769,333346,,,15882,,,,,,0.11116675,0.04933426,0.061832488
3443,ID_2464,333346,250.0,300.0,5939,4.0,3.0,0.0,,67.0,0.005966587,0.04933426,-0.043367673
3444,ID_976,333346,,,2025,,,,,,,,
3445,ID_423,333519,250.0,300.0,5099,1.0,1.0,0.0,,52.0,,,
3446,ID_1650,333519,250.0,300.0,11496,17.0,5.0,2.0,27.0,52.68421052631579,0.061469935,0.04933426,0.012135671
3447,ID_125,333519,250.0,300.0,3267,3.0,1.0,0.0,1.0,91.2,,,
3448,ID_1389,333519,250.0,300.0,786778,18.0,16.0,10.0,3.0,63.9,0.055359244,0.053200476,0.019977497
3449,ID_974,333519,250.0,300.0,7513,6.0,6.0,0.0,,28.25,,,
3450,ID_315,333519,250.0,300.0,5753,2.0,2.0,0.0,,74.5,,,
3451,ID_3307,333519,250.0,300.0,2120,1.0,1.0,0.0,,92.0,,,
3452,ID_2387,333519,250.0,300.0,126648,20.0,18.0,11.0,,74.36842105263158,0.02970297,0.104358725,-0.021195734
3453,ID_2012,333519,250.0,300.0,3907,3.0,0.0,0.0,2.0,60.333333333333336,,,
3454,ID_59,333519,250.0,300.0,14183,8.0,8.0,4.0,,59.25,,,
3455,ID_3097,333519,250.0,300.0,8643,4.0,4.0,2.0,,62.66666666666666,,,
3456,ID_2665,333519,250.0,300.0,2187,1.0,1.0,1.0,1.0,13.0,,,
3457,ID_1722,333519,250.0,300.0,5316,2.0,2.0,0.0,,72.5,0.012722646,0.04933426,-0.036611617
3458,ID_2401,333519,250.0,300.0,16899,4.0,4.0,2.0,2.0,74.25,,,
3459,ID_2071,333519,250.0,300.0,4978,1.0,1.0,0.0,1.0,55.0,0.06929086,0.04933426,0.019956598
3460,ID_750,333519,250.0,300.0,4045,6.0,5.0,2.0,2.0,68.33333333333333,,,
3461,ID_1447,333519,250.0,300.0,2386,3.0,2.0,1.0,,95.66666666666669,0.014107884,0.04933426,-0.03522638
3462,ID_440,333519,250.0,300.0,97578,38.0,26.0,9.0,2.0,47.26,0.037924152,0.04933426,-0.01141011
3463,ID_1189,333346,250.0,300.0,12520,3.0,3.0,3.0,1.0,54.333333333333336,0.020522388,0.053200476,-0.032678086
3464,ID_2824,333519,250.0,300.0,5381,7.0,7.0,5.0,,55.42857142857143,,,
3465,ID_2227,333519,250.0,300.0,3029,2.0,2.0,0.0,,74.0,,,
3466,ID_2428,333519,250.0,300.0,31227,12.0,4.0,2.0,2.0,62.27272727272727,0.03426124,0.053200476,-0.01507302
3467,ID_1835,333519,250.0,300.0,85052,109.0,94.0,32.0,4.0,74.6013986013986,0.02173913,0.053200476,-0.02759513
3468,ID_1733,333519,250.0,300.0,2780,4.0,1.0,0.0,,53.66666666666666,,,
3469,ID_1816,333346,250.0,300.0,2865,1.0,1.0,0.0,2.0,57.0,,,
3470,ID_1790,333346,250.0,300.0,51311,40.0,36.0,27.0,4.0,70.88709677419355,0.0065934067,0.053200476,-0.04660707
3471,ID_3359,333519,250.0,300.0,8214,4.0,3.0,2.0,1.0,85.0,,,
3472,ID_960,333519,250.0,300.0,3090,1.0,0.0,0.0,,14.0,0.43367347,0.04933426,0.3843392
3473,ID_16,333519,250.0,300.0,11022,8.0,5.0,1.0,8.0,62.125,,,
3474,ID_2905,333346,,,4195,,,,,,,,
3475,ID_1093,333519,,,3539,,,,,,,,
3476,ID_657,333346,250.0,300.0,7496,13.0,8.0,1.0,1.0,48.833333333333336,0.1053398,0.04933426,0.056005545
3477,ID_3007,333346,250.0,300.0,49425,53.0,34.0,9.0,6.0,61.66666666666666,0.038848583,0.04933426,-0.010485677
3478,ID_649,333346,250.0,300.0,13962,11.0,6.0,4.0,2.0,67.45454545454545,0.005882353,0.04933426,-0.04345191
3479,ID_2551,333346,250.0,300.0,10104,4.0,2.0,0.0,,62.5,0.029891305,0.104358725,-0.07446742
3480,ID_2791,333346,250.0,300.0,12287,4.0,0.0,0.0,,45.0,0.007148531,0.04933426,-0.04218573
3481,ID_2033,333346,250.0,300.0,3218,5.0,5.0,1.0,,59.2,,,
3482,ID_2753,333346,250.0,300.0,2846,3.0,2.0,0.0,,4.333333333333333,0.12958436,0.04933426,0.08025009
3483,ID_3489,333346,250.0,300.0,10784,11.0,9.0,5.0,3.0,84.73333333333333,0.040089086,0.04933426,-0.009245175
3484,ID_2480,333346,250.0,300.0,42454,18.0,15.0,10.0,2.0,59.72222222222222,0.024340771,0.04933426,-0.02499349
3485,ID_3098,333346,250.0,300.0,15889,9.0,8.0,6.0,1.0,66.45454545454545,0.034391534,0.104358725,-0.06996719
3486,ID_1753,333346,250.0,300.0,29743,6.0,5.0,4.0,,47.1,0.3642072,0.04933426,0.31487295
3487,ID_3361,333346,250.0,300.0,3658,4.0,3.0,1.0,3.0,37.66666666666666,0.03448276,0.04933426,-0.014851503
3488,ID_3080,333519,,,2557,,,,,,,,
3489,ID_2235,333346,,,3070,,,,,,,,
3490,ID_2197,333346,250.0,300.0,6127,1.0,1.0,0.0,1.0,87.0,0.046875,0.04933426,-0.0024592616
3491,ID_451,333346,250.0,300.0,2060,1.0,0.0,0.0,5.0,56.0,,,
3492,ID_1441,333346,250.0,300.0,16468,2.0,2.0,0.0,,86.5,0.03908046,0.04933426,-0.010253802
3493,ID_1769,333519,250.0,300.0,43778,6.0,3.0,2.0,2.0,64.6,,,
3494,ID_2330,333519,250.0,300.0,9914,3.0,3.0,1.0,,80.4,,,
3495,ID_251,333519,250.0,300.0,3197,9.0,8.0,1.0,,41.46666666666667,,,
3496,ID_2647,333519,250.0,300.0,2090,2.0,2.0,1.0,,52.0,,,
3497,ID_2962,333519,250.0,300.0,8441,16.0,12.0,4.0,,56.05,0.0010695187,0.04933426,-0.048264742
